,neighbourhood,latitude,longitude,price,minimum_nights
2525,Ville-Marie,45.49828,-73.57664,103,2
2526,Villeray-Saint-Michel-Parc-Extension,45.54692,-73.62036,23,5
2527,Ville-Marie,45.50326,-73.55657,225,13
2528,Côte-Saint-Luc,45.4702,-73.66643,70,3
2529,Villeray-Saint-Michel-Parc-Extension,45.55266,-73.61369,30,2
2530,Le Sud-Ouest,45.49623,-73.55694,45,1
2531,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49551,-73.6093,79,1
2533,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49303,-73.62631,100,1
2534,Le Plateau-Mont-Royal,45.51764,-73.57315,37,2
2535,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49589,-73.61544,150,2
2537,Ville-Marie,45.52158,-73.55956,30,4
2538,Rosemont-La Petite-Patrie,45.53238,-73.61325,175,2
2539,Le Plateau-Mont-Royal,45.52245,-73.59102,706,2
2542,Verdun,45.4709,-73.57036,65,2
2543,Le Plateau-Mont-Royal,45.53073,-73.58945,170,5
2544,Le Sud-Ouest,45.46843,-73.59329,35,2
2545,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49593,-73.60677,39,3
2546,Rosemont-La Petite-Patrie,45.55241,-73.57484,70,3
2547,Verdun,45.44609,-73.57609,225,4
2548,Le Plateau-Mont-Royal,45.51768,-73.57537,55,1
2549,Côte-Saint-Luc,45.47698,-73.66991,100,2
2550,Ahuntsic-Cartierville,45.52578,-73.72777,51,6
2551,Rosemont-La Petite-Patrie,45.55587,-73.56853,47,3
2552,Le Plateau-Mont-Royal,45.52070041700755,-73.59925244003534,54,1
2553,Outremont,45.51929,-73.60069,70,1
2554,Ville-Marie,45.50088,-73.56097,60,2
2555,Mercier-Hochelaga-Maisonneuve,45.54318,-73.53864,176,3
2556,Mercier-Hochelaga-Maisonneuve,45.5409,-73.53931,67,1
2558,Ville-Marie,45.5165,-73.55966,31,1
2559,Ville-Marie,45.52288,-73.55316,62,2
2560,Rosemont-La Petite-Patrie,45.56235,-73.5845,85,2
2561,Le Plateau-Mont-Royal,45.51809,-73.57761,140,1
2562,Le Plateau-Mont-Royal,45.523121,-73.589088,357,3
2563,Le Plateau-Mont-Royal,45.52471,-73.58871,35,2
2565,Le Plateau-Mont-Royal,45.52263,-73.58917,18,2
2566,Rosemont-La Petite-Patrie,45.53404,-73.59754,65,3
2567,Le Plateau-Mont-Royal,45.51007,-73.57679,50,4
2568,Le Plateau-Mont-Royal,45.52172,-73.58439,105,3
2570,Le Plateau-Mont-Royal,45.52144,-73.59258,130,1
2571,Le Sud-Ouest,45.475803,-73.563736,380,2
2574,Mercier-Hochelaga-Maisonneuve,45.55651,-73.53612,50,2
2575,Ville-Marie,45.50982,-73.55985,128,1
2576,Rosemont-La Petite-Patrie,45.53923,-73.60479,55,3
2577,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50369,-73.62897,40,1
2578,Ville-Marie,45.52588,-73.55946,33,2
2579,Côte-Saint-Luc,45.47173,-73.64988,80,7
2580,Rosemont-La Petite-Patrie,45.5303,-73.60505,127,7
2581,Le Plateau-Mont-Royal,45.50869,-73.57396,50,2
2582,Ville-Marie,45.51111,-73.56225,128,1
2583,Rosemont-La Petite-Patrie,45.54211,-73.60463,80,5
2584,Ville-Marie,45.5158,-73.55339,156,2
2585,Rosemont-La Petite-Patrie,45.54036,-73.59536,200,2
2586,Le Plateau-Mont-Royal,45.5244,-73.60689,331,1
2588,Mercier-Hochelaga-Maisonneuve,45.54337,-73.54857,14,1
2589,Le Sud-Ouest,45.48131,-73.56517,111,2
2590,Le Plateau-Mont-Royal,45.51064,-73.5765,84,1
2591,Le Sud-Ouest,45.47912,-73.5673,99,3
2593,Rosemont-La Petite-Patrie,45.54464,-73.58637,35,1
2596,Le Plateau-Mont-Royal,45.51536,-73.57055,115,2
2597,Villeray-Saint-Michel-Parc-Extension,45.54942,-73.60306,111,14
2599,Le Plateau-Mont-Royal,45.5225,-73.599,150,6
2601,Ville-Marie,45.49517,-73.57999,70,1
2602,Le Plateau-Mont-Royal,45.51965,-73.57985,26,1
2603,Ville-Marie,45.49642,-73.57589,103,1
2604,Le Plateau-Mont-Royal,45.52439,-73.58367,50,2
2605,Verdun,45.46213,-73.57169,70,1
2606,Le Plateau-Mont-Royal,45.52413,-73.5873,40,1
2607,Le Plateau-Mont-Royal,45.51987,-73.59452,172,4
2608,Le Plateau-Mont-Royal,45.53061,-73.56347,180,3
2610,Ville-Marie,45.50143,-73.58088,50,1
2611,Le Plateau-Mont-Royal,45.52996,-73.58152,22,2
2612,Le Plateau-Mont-Royal,45.51984,-73.58713,129,1
2613,Ville-Marie,45.53571,-73.55165,60,2
2614,Le Plateau-Mont-Royal,45.51566,-73.58189,64,1
2615,Ville-Marie,45.52798,-73.5569,130,1
2616,Ville-Marie,45.53711,-73.55688,139,3
2617,Le Sud-Ouest,45.48352,-73.56179,150,5
2618,Lachine,45.43502,-73.68847,300,1
2620,Mercier-Hochelaga-Maisonneuve,45.55056,-73.5356,130,6
2621,Le Plateau-Mont-Royal,45.52099,-73.58924,27,1
2622,Saint-Léonard,45.58585,-73.58198,73,2
2623,Le Plateau-Mont-Royal,45.52169,-73.58087,60,1
2624,Ahuntsic-Cartierville,45.54919,-73.63901,34,2
2625,Ville-Marie,45.51364,-73.56365,58,1
2626,Le Sud-Ouest,45.48202,-73.57741,70,2
2627,Villeray-Saint-Michel-Parc-Extension,45.54919,-73.62111,25,1
2628,Le Plateau-Mont-Royal,45.52503,-73.58411,30,2
2630,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50232,-73.62034,30,1
2631,Le Plateau-Mont-Royal,45.5079,-73.57647,100,2
2632,Le Plateau-Mont-Royal,45.52487,-73.57601,80,3
2633,Villeray-Saint-Michel-Parc-Extension,45.54373,-73.62309,25,1
2634,Le Sud-Ouest,45.46892,-73.59312,54,1
2635,Rosemont-La Petite-Patrie,45.54061,-73.61161,120,4
2636,Ville-Marie,45.51122,-73.55438,488,1
2637,Le Plateau-Mont-Royal,45.52449,-73.60682,285,1
2638,Verdun,45.46202,-73.56786,152,7
2639,Ville-Marie,45.52541,-73.55786,200,3
2640,Le Sud-Ouest,45.46759,-73.59476,85,7
2642,Rosemont-La Petite-Patrie,45.55891,-73.59253,34,1
2643,Rosemont-La Petite-Patrie,45.53906,-73.58835,60,4
2644,Dorval,45.4407,-73.76227,75,3
2646,Le Plateau-Mont-Royal,45.51402,-73.57609,100,1
2648,Ville-Marie,45.50203,-73.58022,101,1
2649,Le Plateau-Mont-Royal,45.529,-73.58807,70,5
2650,Villeray-Saint-Michel-Parc-Extension,45.53347,-73.62464,100,2
2651,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49759,-73.61718,150,3
2652,Rosemont-La Petite-Patrie,45.56397,-73.58004,95,3
2653,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47257,-73.61274,26,7
2654,Ville-Marie,45.52165,-73.55539,237,4
2655,Ville-Marie,45.52652,-73.56412,27,4
2656,Le Plateau-Mont-Royal,45.53857,-73.57469,55,1
2657,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48793,-73.62336,35,1
2658,Ville-Marie,45.5244,-73.55632,65,4
2659,Le Plateau-Mont-Royal,45.53223,-73.5799,40,5
2661,Outremont,45.51856,-73.59883,200,6
2662,Le Plateau-Mont-Royal,45.50708,-73.57327,87,1
2663,Ville-Marie,45.50953,-73.57054,149,1
2664,Le Plateau-Mont-Royal,45.53137,-73.56455,45,3
2665,Le Plateau-Mont-Royal,45.52104,-73.58767,94,5
2666,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47918,-73.61941,170,7
2667,Le Plateau-Mont-Royal,45.52,-73.56904,53,1
2671,Le Plateau-Mont-Royal,45.52266,-73.57427,55,2
2673,Le Sud-Ouest,45.4864,-73.57842,30,1
2674,Le Plateau-Mont-Royal,45.51624,-73.57199,55,1
2675,Ville-Marie,45.52658,-73.55668,25,3
2676,Mont-Royal,45.5136,-73.64527,75,3
2678,Rosemont-La Petite-Patrie,45.57666,-73.55681,250,4
2679,Villeray-Saint-Michel-Parc-Extension,45.52668,-73.62259,150,2
2680,Ville-Marie,45.53042,-73.54802,25,5
2681,Le Plateau-Mont-Royal,45.52053,-73.59402,217,2
2682,Rosemont-La Petite-Patrie,45.53481,-73.59869,145,2
2683,Le Plateau-Mont-Royal,45.5364,-73.57303,195,2
2685,Le Plateau-Mont-Royal,45.53177,-73.58669,100,7
2686,Le Plateau-Mont-Royal,45.52199,-73.5911,49,1
2687,Verdun,45.45911,-73.57216,121,4
2688,Le Plateau-Mont-Royal,45.53287,-73.5887,153,2
2689,Rosemont-La Petite-Patrie,45.57438,-73.55497,30,1
2690,Ville-Marie,45.52966,-73.55943,105,3
2691,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46094,-73.6351,33,2
2692,Le Plateau-Mont-Royal,45.52266,-73.57427,51,2
2693,Le Plateau-Mont-Royal,45.53273,-73.5693,35,1
2694,Le Plateau-Mont-Royal,45.51983,-73.56637,120,4
2695,Ville-Marie,45.5352,-73.56028,25,4
2696,Le Plateau-Mont-Royal,45.53064,-73.57968,130,3
2697,Le Plateau-Mont-Royal,45.52642,-73.6058,150,14
2698,Ville-Marie,45.50808,-73.55348,138,2
2699,Rosemont-La Petite-Patrie,45.5428,-73.59651,28,2
2700,Ville-Marie,45.50335,-73.55751,166,1
2701,Le Plateau-Mont-Royal,45.53409,-73.57143,39,2
2702,Ville-Marie,45.52179,-73.557,50,2
2703,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48899,-73.62495,35,1
2704,Ville-Marie,45.52659,-73.56204,78,2
2705,Rosemont-La Petite-Patrie,45.54375,-73.60816,75,2
2706,Rosemont-La Petite-Patrie,45.53632,-73.6148,85,5
2707,Le Sud-Ouest,45.46919,-73.59201,120,3
2709,Rosemont-La Petite-Patrie,45.55245,-73.57159,150,2
2710,Rosemont-La Petite-Patrie,45.53222,-73.60685,90,12
2711,Le Plateau-Mont-Royal,45.52297,-73.57239,134,1
2712,Rosemont-La Petite-Patrie,45.53099,-73.60608,125,2
2713,Outremont,45.51638,-73.592,67,2
2716,Ville-Marie,45.52113,-73.56379,85,2
2717,Le Sud-Ouest,45.47753,-73.56171,135,3
2718,Le Sud-Ouest,45.47579,-73.58346,144,1
2719,Le Plateau-Mont-Royal,45.522858,-73.594521,287,3
2720,Le Plateau-Mont-Royal,45.5231,-73.57727,269,3
2722,Rosemont-La Petite-Patrie,45.53407,-73.61611,140,2
2723,Le Plateau-Mont-Royal,45.53199,-73.58256,35,6
2724,Mercier-Hochelaga-Maisonneuve,45.55858,-73.54489,146,1
2725,Mercier-Hochelaga-Maisonneuve,45.54376,-73.54045,176,3
2726,Rosemont-La Petite-Patrie,45.54017,-73.60281,25,2
2727,Rosemont-La Petite-Patrie,45.53996,-73.59779,60,1
2728,Rosemont-La Petite-Patrie,45.54051,-73.61139,26,3
2730,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50205,-73.6205,40,1
2731,Mercier-Hochelaga-Maisonneuve,45.54995,-73.53548,48,2
2732,Ville-Marie,45.49381,-73.5796,75,1
2733,Verdun,45.45664,-73.56904,100,3
2734,Lachine,45.43958,-73.6793,35,1
2735,Ville-Marie,45.51913,-73.55883,136,2
2737,Mercier-Hochelaga-Maisonneuve,45.60271,-73.52486,29,2
2738,Ville-Marie,45.49976,-73.5571,350,3
2739,Le Plateau-Mont-Royal,45.53031,-73.58589,150,3
2740,Ville-Marie,45.51577,-73.55406,82,7
2741,Verdun,45.47114,-73.57082,40,1
2742,Le Plateau-Mont-Royal,45.52306,-73.57114,28,2
2743,Mercier-Hochelaga-Maisonneuve,45.55612,-73.53082,30,2
2744,Le Plateau-Mont-Royal,45.51607,-73.57992,25,1
2745,Mercier-Hochelaga-Maisonneuve,45.55606,-73.53082,26,5
2746,Rosemont-La Petite-Patrie,45.54359,-73.57001,160,5
2747,Le Plateau-Mont-Royal,45.5302,-73.56626,100,2
2748,Le Plateau-Mont-Royal,45.51768,-73.59427,100,1
2750,Le Plateau-Mont-Royal,45.52266,-73.57427,56,2
2753,Le Plateau-Mont-Royal,45.53005,-73.57824,25,3
2754,Le Plateau-Mont-Royal,45.5379,-73.57893,80,7
2755,Villeray-Saint-Michel-Parc-Extension,45.52586,-73.62199,65,2
2756,Le Plateau-Mont-Royal,45.5223,-73.59644,129,2
2757,Ahuntsic-Cartierville,45.56404,-73.66006,140,7
2758,Le Plateau-Mont-Royal,45.5297,-73.59222,72,5
2759,Rosemont-La Petite-Patrie,45.54,-73.60364,85,5
2760,Saint-Laurent,45.50908,-73.69593,49,1
2762,Le Plateau-Mont-Royal,45.50903,-73.57336,85,1
2763,Villeray-Saint-Michel-Parc-Extension,45.54254,-73.61891,20,5
2764,Le Plateau-Mont-Royal,45.51965,-73.57985,25,1
2766,Le Sud-Ouest,45.48193,-73.56438,80,6
2767,Ville-Marie,45.52613,-73.55986,275,2
2768,Le Plateau-Mont-Royal,45.50921,-73.57413,91,1
2770,Rosemont-La Petite-Patrie,45.54298,-73.60846,31,2
2771,Le Plateau-Mont-Royal,45.53872,-73.58087,89,2
2772,Villeray-Saint-Michel-Parc-Extension,45.53736,-73.6249,68,3
2773,Ville-Marie,45.50527,-73.55391,186,2
2774,Verdun,45.4698,-73.56744,184,1
2776,Le Sud-Ouest,45.48046,-73.5798,400,3
2777,Mercier-Hochelaga-Maisonneuve,45.54288,-73.54007,176,3
2778,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46632,-73.64284,69,1
2779,Le Plateau-Mont-Royal,45.50863,-73.57493,700,2
2780,Le Plateau-Mont-Royal,45.52989,-73.57758,97,4
2781,Rosemont-La Petite-Patrie,45.53841,-73.59915,85,2
2782,Le Plateau-Mont-Royal,45.51887,-73.58745,75,1
2783,Villeray-Saint-Michel-Parc-Extension,45.54422,-73.62434,75,2
2784,Westmount,45.47979,-73.60247,300,1
2785,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47193,-73.64026,55,7
2786,Ville-Marie,45.51065,-73.56869,40,2
2787,Villeray-Saint-Michel-Parc-Extension,45.5434,-73.63635,70,5
2788,Le Plateau-Mont-Royal,45.52198,-73.58946,450,2
2789,Le Sud-Ouest,45.48177,-73.58631,150,2
2790,Le Sud-Ouest,45.47502,-73.56246,45,1
2791,Le Plateau-Mont-Royal,45.5187,-73.58023,50,2
2792,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49882,-73.63203,194,2
2793,Le Plateau-Mont-Royal,45.53096,-73.57851,35,7
2794,Le Plateau-Mont-Royal,45.51127,-73.57132,50,10
2795,Rosemont-La Petite-Patrie,45.53266,-73.61554,99,4
2796,Le Plateau-Mont-Royal,45.51797,-73.57781,50,1
2797,Ville-Marie,45.52103,-73.55581,60,1
2798,Le Plateau-Mont-Royal,45.50713,-73.57325,81,1
2799,Ahuntsic-Cartierville,45.5514,-73.65348,85,1
2800,Le Plateau-Mont-Royal,45.52702,-73.58846,50,3
2801,Rosemont-La Petite-Patrie,45.53775,-73.59949,350,1
2802,Le Plateau-Mont-Royal,45.53727,-73.57003,30,1
2803,Ville-Marie,45.52466,-73.56404,40,2
2804,Le Plateau-Mont-Royal,45.53026,-73.58504,214,2
2805,Mercier-Hochelaga-Maisonneuve,45.5582,-73.53502,65,2
2806,Mercier-Hochelaga-Maisonneuve,45.55389,-73.52994,41,1
2807,Rosemont-La Petite-Patrie,45.54506,-73.58976,58,2
2808,Rosemont-La Petite-Patrie,45.55212,-73.57665,70,2
2809,Ville-Marie,45.49487,-73.58145,487,1
2810,Ahuntsic-Cartierville,45.5496,-73.64479,130,3
2811,Outremont,45.51777,-73.62214,75,12
2812,Saint-Laurent,45.51075,-73.6759,44,1
2813,Ville-Marie,45.50937,-73.56096,149,2
2814,Le Plateau-Mont-Royal,45.53335,-73.58225,57,1
2815,Ville-Marie,45.51892,-73.55481,40,14
2816,Le Plateau-Mont-Royal,45.52667,-73.60493,80,1
2817,Mercier-Hochelaga-Maisonneuve,45.54647,-73.55179,64,1
2818,Ville-Marie,45.52673,-73.55831,27,2
2819,Le Plateau-Mont-Royal,45.53218,-73.56561,120,2
2820,Villeray-Saint-Michel-Parc-Extension,45.54069,-73.61577,140,4
2821,Le Sud-Ouest,45.48018,-73.566,40,6
2822,Le Plateau-Mont-Royal,45.52622,-73.57228,13,1
2823,Le Plateau-Mont-Royal,45.516,-73.57848,166,2
2824,Le Plateau-Mont-Royal,45.53234,-73.56613,80,2
2825,Le Plateau-Mont-Royal,45.52287,-73.60314,116,2
2827,Villeray-Saint-Michel-Parc-Extension,45.54018,-73.6244,100,2
2829,Le Plateau-Mont-Royal,45.51483,-73.57273,50,1
2830,Villeray-Saint-Michel-Parc-Extension,45.54232,-73.623,43,9
2831,Le Plateau-Mont-Royal,45.53995,-73.58144,81,2
2832,Ville-Marie,45.51895,-73.56348,35,1
2833,Ville-Marie,45.51497,-73.56593,125,1
2834,Ville-Marie,45.52612,-73.56045,78,3
2835,Le Plateau-Mont-Royal,45.51565,-73.57117,43,2
2837,Ville-Marie,45.5076,-73.55381,666,2
2838,Ville-Marie,45.49446,-73.58085,50,2
2839,Ville-Marie,45.51578,-73.558,73,1
2840,Rosemont-La Petite-Patrie,45.55054,-73.5948,150,2
2841,Le Plateau-Mont-Royal,45.51654,-73.59062,65,2
2842,Mercier-Hochelaga-Maisonneuve,45.54112,-73.53833,14,1
2843,Le Plateau-Mont-Royal,45.52208,-73.59141,35,5
2844,Mercier-Hochelaga-Maisonneuve,45.54039,-73.54313,350,3
2845,Mercier-Hochelaga-Maisonneuve,45.5794,-73.53399,60,1
2847,Le Plateau-Mont-Royal,45.52409,-73.57482,195,2
2848,Rosemont-La Petite-Patrie,45.53647,-73.61005,35,7
2849,Ville-Marie,45.50132,-73.55706,350,3
2850,Ahuntsic-Cartierville,45.54231,-73.64643,27,1
2852,Le Plateau-Mont-Royal,45.5388,-73.58369,229,3
2853,Ville-Marie,45.50795,-73.553932,375,2
2854,Ville-Marie,45.49696,-73.57555,145,1
2855,Le Plateau-Mont-Royal,45.51551,-73.57067,150,1
2856,Le Plateau-Mont-Royal,45.51123,-73.5717,50,1
2857,Outremont,45.52282,-73.60713,65,2
2858,Ville-Marie,45.52631,-73.55774,25,2
2860,Rosemont-La Petite-Patrie,45.5466,-73.57626,69,3
2861,Ville-Marie,45.49436,-73.57956,27,2
2864,Rosemont-La Petite-Patrie,45.53336,-73.59774,30,6
2865,Côte-Saint-Luc,45.46246,-73.66019,150,1
2866,Villeray-Saint-Michel-Parc-Extension,45.54509,-73.62405,90,5
2867,Le Plateau-Mont-Royal,45.51546,-73.58608,90,3
2868,Mercier-Hochelaga-Maisonneuve,45.54474,-73.54824,60,2
2869,Mercier-Hochelaga-Maisonneuve,45.54228,-73.54364,35,2
2870,Verdun,45.45421,-73.54729,160,1
2871,Ville-Marie,45.51634,-73.55698,244,2
2872,Rosemont-La Petite-Patrie,45.53351,-73.59414,120,2
2873,Le Sud-Ouest,45.47512,-73.58684,99,1
2875,Le Sud-Ouest,45.47388,-73.59269,100,2
2876,Le Plateau-Mont-Royal,45.52729,-73.60671,150,1
2878,Villeray-Saint-Michel-Parc-Extension,45.54479,-73.61842,88,5
2879,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49551,-73.6093,85,1
2880,Rosemont-La Petite-Patrie,45.5513,-73.55684,99,1
2881,Le Plateau-Mont-Royal,45.53895,-73.58363,50,1
2883,Villeray-Saint-Michel-Parc-Extension,45.52527,-73.62322,75,1
2885,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4899,-73.62363,25,2
2886,Verdun,45.4723,-73.53993,190,7
2887,Verdun,45.47354,-73.54014,143,7
2888,Ville-Marie,45.51524,-73.55402,76,2
2889,Le Sud-Ouest,45.47634,-73.57672,125,1
2890,Le Plateau-Mont-Royal,45.51935,-73.57526,45,2
2891,Ville-Marie,45.49233,-73.58266,95,1
2892,Le Plateau-Mont-Royal,45.54135,-73.57974,40,2
2893,Le Plateau-Mont-Royal,45.51262,-73.57003,75,1
2895,Le Plateau-Mont-Royal,45.51985,-73.56738,85,3
2896,Ville-Marie,45.51921,-73.55917,118,4
2897,Le Plateau-Mont-Royal,45.52163,-73.59428,110,1
2898,Le Plateau-Mont-Royal,45.52639,-73.5858,50,1
2899,Le Plateau-Mont-Royal,45.52907,-73.57004,50,5
2901,Ville-Marie,45.5158,-73.56493,49,2
2902,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47001,-73.61483,25,1
2903,Le Plateau-Mont-Royal,45.5185,-73.57958,100,1
2904,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48742,-73.61718,95,2
2905,Mercier-Hochelaga-Maisonneuve,45.55007,-73.54557,50,2
2907,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49105,-73.64493,45,3
2908,Le Plateau-Mont-Royal,45.53359,-73.57729,100,1
2911,Villeray-Saint-Michel-Parc-Extension,45.54028,-73.62264,70,4
2912,Mont-Royal,45.52122,-73.63032,85,2
2915,Le Plateau-Mont-Royal,45.52487,-73.60914,59,2
2916,Ville-Marie,45.49153,-73.58183,80,2
2917,Le Plateau-Mont-Royal,45.51927,-73.57309,55,1
2918,Le Plateau-Mont-Royal,45.52022,-73.58092,61,2
2919,Le Plateau-Mont-Royal,45.53544,-73.57046,80,2
2920,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47624,-73.63201,75,3
2921,Le Plateau-Mont-Royal,45.52069,-73.57343,38,1
2922,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4756,-73.63208,80,3
2923,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47581,-73.6302,85,3
2924,Ville-Marie,45.50367,-73.57985,45,1
2925,Le Plateau-Mont-Royal,45.52226,-73.57283,57,2
2926,Le Plateau-Mont-Royal,45.53166,-73.57443,80,1
2927,Ville-Marie,45.51639,-73.5537,60,3
2929,Mercier-Hochelaga-Maisonneuve,45.558,-73.53949,23,1
2930,Rosemont-La Petite-Patrie,45.5316,-73.6056,130,1
2931,Ville-Marie,45.50643,-73.56394,125,2
2932,Côte-Saint-Luc,45.47441,-73.66141,69,1
2933,Le Plateau-Mont-Royal,45.52126,-73.57048,100,2
2934,Ville-Marie,45.53705,-73.55389,123,2
2935,Le Plateau-Mont-Royal,45.5173,-73.56801,85,2
2936,Villeray-Saint-Michel-Parc-Extension,45.53055,-73.6273,67,1
2937,Rosemont-La Petite-Patrie,45.54953,-73.58615,40,7
2938,Mercier-Hochelaga-Maisonneuve,45.54616,-73.53651,30,1
2940,Villeray-Saint-Michel-Parc-Extension,45.53002,-73.62726,289,2
2941,Ville-Marie,45.50102,-73.57949,125,2
2942,Le Plateau-Mont-Royal,45.53446,-73.58521,125,3
2943,Rosemont-La Petite-Patrie,45.54816,-73.56948,65,2
2944,Rosemont-La Petite-Patrie,45.53707,-73.60698,232,3
2945,Le Plateau-Mont-Royal,45.52492,-73.58512,70,2
2946,Ville-Marie,45.5374,-73.55445,120,7
2947,Mercier-Hochelaga-Maisonneuve,45.58001,-73.54057,42,2
2948,Ville-Marie,45.51785,-73.55841,49,7
2949,Mercier-Hochelaga-Maisonneuve,45.546756744384766,-73.54872131347656,85,2
2950,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49087,-73.64357,23,2
2951,Ville-Marie,45.51299,-73.56917,80,2
2952,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46856,-73.60565,75,3
2953,Le Plateau-Mont-Royal,45.51615,-73.57909,35,2
2954,Le Plateau-Mont-Royal,45.51742,-73.58001,41,2
2955,Ahuntsic-Cartierville,45.5469,-73.64541,60,2
2956,Le Plateau-Mont-Royal,45.53111,-73.57119,115,7
2959,Ville-Marie,45.52982,-73.55397,199,1
2960,Verdun,45.45634,-73.54824,40,1
2961,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49084,-73.64351,33,2
2963,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49084,-73.64351,33,2
2965,Villeray-Saint-Michel-Parc-Extension,45.53958,-73.6377,31,1
2966,Le Plateau-Mont-Royal,45.51363,-73.57621,24,2
2967,Rosemont-La Petite-Patrie,45.55857,-73.57631,21,3
2968,Le Plateau-Mont-Royal,45.51948,-73.57787,35,2
2969,Côte-Saint-Luc,45.47358,-73.66415,200,3
2971,Ahuntsic-Cartierville,45.55265,-73.66306,99,3
2972,Ville-Marie,45.50846,-73.55207,185,2
2973,Ahuntsic-Cartierville,45.54016,-73.65178,200,7
2974,Saint-Laurent,45.53039,-73.67419,20,2
2976,Saint-Laurent,45.509,-73.68563,45,1
2980,Le Plateau-Mont-Royal,45.51382,-73.57262,50,14
2981,Le Plateau-Mont-Royal,45.52595,-73.57916,109,3
2982,Le Plateau-Mont-Royal,45.53273,-73.57225,35,5
2984,Ville-Marie,45.5028,-73.57925,21,1
2986,Villeray-Saint-Michel-Parc-Extension,45.53317,-73.61994,150,5
2989,Mercier-Hochelaga-Maisonneuve,45.61461,-73.54366,249,1
2990,Le Plateau-Mont-Royal,45.52135,-73.57794,27,2
2991,Rosemont-La Petite-Patrie,45.53232,-73.59451,35,5
2992,Ville-Marie,45.49272,-73.58354,180,1
2994,Ville-Marie,45.50204,-73.55738,371,1
2995,Le Plateau-Mont-Royal,45.5167,-73.58324,17,4
2996,Verdun,45.45872,-73.56911,75,4
2997,Ville-Marie,45.49293,-73.57674,50,10
2998,Mercier-Hochelaga-Maisonneuve,45.54586,-73.53713,100,4
3000,Le Plateau-Mont-Royal,45.51798,-73.58137,126,2
3002,Ville-Marie,45.50353,-73.55722,248,1
3003,Rosemont-La Petite-Patrie,45.55003356933594,-73.57456970214844,185,2
3005,Rivière-des-Prairies-Pointe-aux-Trembles,45.69529,-73.49285,50,3
3006,Verdun,45.45746,-73.54259,100,3
3007,Rosemont-La Petite-Patrie,45.53912,-73.58963,60,5
3010,Le Plateau-Mont-Royal,45.5183,-73.58456,60,1
3012,LaSalle,45.43653,-73.62213,50,1
3013,Ville-Marie,45.51404,-73.55887,125,4
3014,Villeray-Saint-Michel-Parc-Extension,45.53092,-73.63151,35,7
3016,Le Plateau-Mont-Royal,45.53029,-73.5789,282,2
3018,Le Plateau-Mont-Royal,45.52661,-73.58599,50,2
3019,Ville-Marie,45.50376,-73.564,47,2
3020,Verdun,45.46281,-73.57585,26,1
3022,Le Plateau-Mont-Royal,45.51773,-73.57572,175,2
3025,Villeray-Saint-Michel-Parc-Extension,45.53978,-73.62801,88,2
3026,Rosemont-La Petite-Patrie,45.53456,-73.59502,75,6
3027,Le Plateau-Mont-Royal,45.50886,-73.57462,100,7
3028,Westmount,45.48936,-73.5988,100,2
3029,Westmount,45.49099,-73.59935,78,2
3030,Westmount,45.48977,-73.59784,148,2
3031,Villeray-Saint-Michel-Parc-Extension,45.55444,-73.61142,100,1
3032,Mercier-Hochelaga-Maisonneuve,45.56034,-73.53541,90,1
3034,Pierrefonds-Roxboro,45.51127,-73.80864,81,1
3036,Le Plateau-Mont-Royal,45.52492,-73.58587,52,2
3037,Lachine,45.43488,-73.66976,25,1
3039,Le Plateau-Mont-Royal,45.51699,-73.57457,70,2
3040,Villeray-Saint-Michel-Parc-Extension,45.53817,-73.62543,50,4
3042,Rosemont-La Petite-Patrie,45.54392,-73.58919,329,1
3043,Le Plateau-Mont-Royal,45.53131,-73.57159,40,2
3044,Le Plateau-Mont-Royal,45.5239,-73.58936,50,2
3046,Montréal-Nord,45.61762,-73.61601,47,1
3047,Mercier-Hochelaga-Maisonneuve,45.60911,-73.51665,92,2
3048,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47404,-73.60634,70,2
3049,Rosemont-La Petite-Patrie,45.53079,-73.60437,160,3
